Dates,2.1.1,2.4.4,2.5.2,2.5.5,2.1.5,1.1.4,1.5.3,2.1.4,1.4.3,2.3.1,2.5.1,1.2.2,1.3.1,2.5.4,2.4.1,2.3.4,Average
1/1/18,-0.338847,0.059958,0.184735,0.071229,0.297795,-0.361474,-0.23486,0.041649,-0.078411,-0.047409,0.330642,0.158046,0.055897,0.326517,-0.024449,-0.151723,0.001808094
1/2/18,-0.058941,0.200253,-0.100673,0.286631,0.299259,-0.009857,0.102559,-0.287781,-0.291969,-0.190915,0.288601,-0.063096,-0.034762,-0.366684,0.047323,0.293158,0.000706913
1/3/18,0.327717,0.081312,-0.119913,0.131705,0.302048,-0.179114,-0.313157,-0.337772,0.023816,0.222781,-0.236256,0.194626,-0.20895,-0.365269,-0.025537,0.366906,-0.000844106
1/4/18,0.246053,-0.149685,0.226349,-0.177992,-0.200511,0.254769,0.115577,-0.073523,0.168871,0.343527,-0.033567,-0.225066,0.218008,-0.173495,0.302799,0.039986,0.005513125
1/5/18,0.12102,0.381905,0.075462,0.196548,-0.261667,0.364854,0.35361,0.07737,0.120526,0.329312,-0.068659,0.416481,-0.270456,0.269093,-0.038015,0.032652,0.013125225
1/6/18,-0.187138,0.184522,0.235213,0.41935,0.154066,-0.12118,0.345112,-0.221178,0.409469,-0.208117,0.235557,-0.275704,-0.206251,0.17259,0.001387,0.142111,0.006748806
1/7/18,0.272671,-0.214012,0.10221,0.177786,-0.08285,-0.04348,0.02842,0.138935,0.27407,0.04063,0.137285,-0.070283,0.207616,-0.134586,-0.008541,-0.176403,0.004059175
1/8/18,-0.259145,0.136507,-0.034987,0.2397,0.20125,0.280025,0.111606,0.285778,-0.221533,0.056497,0.075575,0.240777,-0.34854,-0.015941,0.238869,-0.028224,0.005988838
1/9/18,0.191111,0.267466,0.077325,0.125629,-0.16811,-0.09454,0.213552,0.193247,0.091844,0.159972,-0.042522,-0.194083,0.451929,0.285147,0.276287,0.019755,0.011587556
1/10/18,0.150303,-0.044666,-0.121617,0.012841,0.071933,0.055006,0.043405,0.012184,0.235838,0.132203,0.409535,0.118358,-0.227253,0.289785,-0.096696,0.39261,0.008961056
1/11/18,0.079515,0.293579,0.023503,0.259793,-0.064104,0.454631,0.193299,0.187917,0.126148,0.417989,-0.00939,0.458055,0.078124,-0.0388,0.342162,-0.079266,0.017019719
1/12/18,0.049743,0.272433,-0.046602,0.42511,0.19482,0.327326,0.115528,0.396051,0.149163,0.002722,0.264379,0.240483,0.381564,0.276739,-0.1664,0.291083,0.019838388
1/13/18,0.082248,0.166219,-0.008383,-0.132175,-0.189579,0.439766,0.287531,0.225745,0.060836,0.367973,0.23541,0.241482,-0.093149,0.430631,0.396111,0.327665,0.017739569
1/14/18,0.187944,-0.139868,0.171259,0.327016,0.292709,-0.083641,-0.225979,0.291025,0.378803,0.022034,0.074851,0.114973,0.119296,0.265994,0.163483,0.333691,0.014334938
1/15/18,-0.131098,0.070225,0.465984,-0.141007,0.193514,0.331243,-0.088612,0.069645,-0.047351,0.450867,0.144691,0.121382,-0.057316,0.284475,0.294705,0.245632,0.013793619
1/16/18,0.033046,0.160857,0.283516,0.236688,0.409646,0.229871,0.073747,0.178471,0.13728,0.367698,-0.161874,-0.000969,-0.192138,0.129062,0.188572,0.063959,0.01335895
1/17/18,0.415321,-0.154276,-0.175313,0.218729,0.005042,0.415828,-0.073432,0.274963,0.36833,0.192737,0.309896,0.096159,0.206633,0.18239,0.243895,-0.026044,0.015630363
1/18/18,-0.066735,0.477429,0.361147,0.192029,0.221214,0.193456,0.451135,-0.026442,0.232641,0.007727,0.413322,0.49286,-0.057727,0.290911,0.13331,0.367176,0.023021581
1/19/18,-0.073474,0.050747,0.177623,0.235585,-0.037142,0.057787,0.36491,-0.031079,-0.065614,0.080477,0.073846,0.172118,0.2983,0.329259,-0.031771,0.052151,0.010335769
1/20/18,0.319275,0.16275,0.1314,0.025261,0.164437,-0.048827,-0.062104,0.445625,0.03434,0.249832,0.175878,0.257895,0.001872,0.487349,0.287289,0.340628,0.018580625
1/21/18,0.447557,-0.009516,-0.063824,0.281941,-0.133313,0.189606,-0.140981,0.208028,0.326079,0.117936,0.189545,0.43682,-0.035024,-0.027591,0.336485,-0.00421,0.013247113
1/22/18,-0.101617,0.008915,0.444242,0.128079,0.401134,0.088119,0.031999,0.398248,0.194211,0.343111,0.384387,0.409731,0.407645,0.461445,0.080486,-0.041969,0.022738538
1/23/18,0.300574,0.475066,0.032809,0.233199,0.065118,0.370178,0.089695,0.26039,0.325541,0.189667,0.185699,0.361556,0.121845,0.353011,0.415285,0.328404,0.025675231
1/24/18,0.534973,0.532675,0.328229,0.140154,0.290489,0.300073,0.264937,0.037289,0.075505,0.346128,0.20297,0.510685,0.171038,0.122728,0.435413,0.307394,0.02875425
1/25/18,0.484353,-0.066561,0.103393,-0.073667,0.356941,0.398794,0.50755,0.086844,0.005204,0.25121,0.115359,0.125249,0.056542,0.220607,0.213842,0.474964,0.0203789
1/26/18,0.32827,0.3761,0.153049,0.010846,0.276171,0.388145,0.363325,0.24965,0.01715,0.397882,0.4135,0.321313,0.164077,0.516594,0.248351,0.407783,0.028951288
1/27/18,0.133959,0.297308,0.132392,0.463363,0.125896,0.34538,0.291679,0.176068,0.162399,0.516621,0.316905,0.158225,0.298785,0.441374,0.464774,0.466005,0.029944581
1/28/18,0.425793,0.09712,0.513779,0.081069,0.237831,0.273937,0.250771,0.286179,0.225513,0.075837,0.084548,0.170473,0.474999,0.188629,0.071346,0.190635,0.022802869
1/29/18,0.245653,0.430767,0.410231,0.470276,0.346192,0.321355,0.453981,0.337149,0.329504,0.551431,0.13863,0.560986,0.455662,0.313024,0.064613,0.322044,0.035946863
1/30/18,0.286649,0.132045,0.442573,0.544937,0.382331,0.568041,0.555145,0.197141,0.332137,0.143123,0.239983,0.435097,0.437921,0.277961,0.512371,0.390168,0.036735144
1/31/18,0.140131,0.274189,0.203734,0.52606,0.086377,0.04213,0.304213,0.358661,0.347225,0.103622,0.048639,0.049202,0.286654,0.227217,-0.00718,0.382771,0.021085281
2/1/18,0.304045,0.132654,0.439855,0.192491,0.454114,0.516844,0.531844,0.32408,0.188432,0.428155,0.307356,0.563314,0.172821,0.553956,0.480742,0.448532,0.037745219
2/2/18,0.194374,0.386095,0.396786,0.249303,0.118998,0.565546,0.473559,0.25656,0.336864,0.131914,0.299345,0.450454,0.23154,0.212754,0.111936,0.514957,0.030818656
2/3/18,0.509346,0.242209,0.514137,0.486451,0.440372,0.105743,0.135624,0.26903,0.302203,0.413587,0.444948,0.096928,0.276722,0.494531,0.457221,0.08395,0.032956263
2/4/18,0.24472,0.535794,0.102922,0.058422,0.111914,0.32447,0.394819,0.460805,0.146153,0.461585,0.276774,0.336629,0.335425,0.453158,0.2629,0.318676,0.030157288
2/5/18,0.250632,0.243276,0.255009,0.364606,0.559168,0.385022,0.30894,0.351647,0.291965,0.562928,0.523185,0.487003,0.57762,0.469047,0.367635,0.128682,0.038289781
2/6/18,0.426732,0.316195,0.188569,0.36138,0.443112,0.309959,0.389391,0.346144,0.254665,0.333076,0.302789,0.45448,0.219258,0.317699,0.301188,0.587617,0.034701588
2/7/18,0.553768,0.230279,0.622558,0.412838,0.516562,0.39305,0.38393,0.566266,0.418447,0.359165,0.373001,0.46952,0.455794,0.246094,0.345985,0.366518,0.041961094
2/8/18,0.550266,0.583971,0.210379,0.32149,0.390673,0.520212,0.548877,0.281253,0.42083,0.503249,0.316668,0.457242,0.30729,0.208798,0.473245,0.287602,0.039887781
2/9/18,0.504457,0.454005,0.269131,0.436111,0.250777,0.349496,0.244877,0.312313,0.281595,0.316782,0.468657,0.256133,0.301711,0.332975,0.387233,0.248829,0.033844263
2/10/18,0.241331,0.469686,0.264932,0.222381,0.58088,0.338672,0.243892,0.523858,0.59716,0.489986,0.353499,0.371026,0.217344,0.354661,0.201737,0.345555,0.03635375
2/11/18,0.265667,0.416435,0.31816,0.313983,0.286844,0.3352,0.42832,0.474097,0.526255,0.288368,0.446074,0.569306,0.519257,0.288937,0.323041,0.4636,0.03914715
2/12/18,0.381658,0.365419,0.244365,0.28227,0.614511,0.214405,0.465905,0.523148,0.344415,0.389048,0.546042,0.607022,0.552295,0.435165,0.567381,0.395496,0.043303406
2/13/18,0.595868,0.290241,0.558525,0.291968,0.330745,0.554961,0.504246,0.482483,0.398476,0.646033,0.509312,0.644941,0.359136,0.282575,0.636477,0.366627,0.046578838
2/14/18,0.376486,0.375581,0.412185,0.446778,0.29798,0.385088,0.534668,0.628997,0.316187,0.477126,0.538832,0.505494,0.42956,0.315986,0.320784,0.525804,0.0430471
2/15/18,0.642016,0.312948,0.387467,0.263811,0.523963,0.633862,0.595772,0.343288,0.630079,0.288933,0.366959,0.646035,0.574981,0.655491,0.56532,0.377763,0.0488043
2/16/18,0.51926,0.435342,0.343528,0.312622,0.525785,0.336896,0.40389,0.42243,0.413054,0.631615,0.398885,0.591539,0.506459,0.450594,0.528567,0.423323,0.045273681
2/17/18,0.624322,0.39603,0.428564,0.489659,0.512908,0.288355,0.646913,0.37626,0.653501,0.645588,0.466528,0.476022,0.469108,0.410712,0.595439,0.391122,0.049193944
2/18/18,0.570184,0.554881,0.627571,0.471827,0.465116,0.537996,0.423077,0.331915,0.341448,0.479092,0.367143,0.651078,0.492276,0.341124,0.594041,0.475259,0.048275175
2/19/18,0.474448,0.419886,0.65632,0.483637,0.525317,0.560029,0.525075,0.480805,0.489361,0.347282,0.547842,0.663722,0.392932,0.522077,0.558736,0.66467,0.051950869
2/20/18,0.389537,0.567192,0.374444,0.434258,0.582329,0.345739,0.555523,0.399713,0.386296,0.422698,0.464303,0.667452,0.417882,0.628134,0.687978,0.565383,0.049305381
2/21/18,0.588922,0.579931,0.437141,0.453503,0.435228,0.389897,0.495997,0.382177,0.443027,0.637061,0.415024,0.499634,0.477165,0.695929,0.706029,0.409144,0.050286306
2/22/18,0.388729,0.585081,0.54046,0.560001,0.667215,0.592465,0.549348,0.541241,0.564371,0.376147,0.627466,0.489756,0.568395,0.41852,0.337562,0.615918,0.052641719
2/23/18,0.385778,0.621636,0.375352,0.685408,0.482854,0.337029,0.613737,0.55237,0.572561,0.487546,0.582697,0.549376,0.370104,0.429072,0.534138,0.601905,0.051134769
2/24/18,0.595724,0.352129,0.435756,0.493128,0.664255,0.494942,0.362139,0.646972,0.60537,0.480742,0.366491,0.670293,0.367228,0.327805,0.543938,0.63824,0.0502822
2/25/18,0.507406,0.49547,0.680069,0.616365,0.43077,0.410284,0.465982,0.508257,0.524572,0.494839,0.670365,0.446207,0.722765,0.432095,0.443083,0.676199,0.05327955
2/26/18,0.656552,0.714798,0.50137,0.517278,0.623375,0.462865,0.512264,0.586981,0.547252,0.511683,0.578164,0.566994,0.493775,0.528243,0.523293,0.695906,0.056379956
2/27/18,0.606694,0.688346,0.452976,0.548854,0.544889,0.532518,0.411619,0.451848,0.464246,0.447029,0.493993,0.508297,0.670833,0.519612,0.554708,0.575845,0.052951919
2/28/18,0.483756,0.506657,0.67598,0.734395,0.455349,0.492784,0.642888,0.723954,0.690344,0.554796,0.635496,0.669166,0.603726,0.448421,0.556089,0.693323,0.059794525
3/1/18,0.675845,0.614478,0.589995,0.491276,0.64971,0.600861,0.69728,0.49549,0.643741,0.682806,0.722392,0.591253,0.579146,0.631482,0.480866,0.588521,0.060844638
3/2/18,0.564641,0.510239,0.505625,0.527876,0.557799,0.539205,0.514079,0.645611,0.584152,0.593536,0.691126,0.54546,0.569014,0.590194,0.703908,0.723111,0.05853485
3/3/18,0.659886,0.600005,0.616961,0.650177,0.732057,0.559634,0.699519,0.477055,0.637448,0.598727,0.547093,0.566272,0.559302,0.551266,0.50304,0.756662,0.0607194
3/4/18,0.52907,0.731514,0.49755,0.634305,0.625512,0.699301,0.514181,0.613202,0.593655,0.729087,0.669699,0.543483,0.633095,0.541517,0.498523,0.586583,0.060251731
3/5/18,0.665319,0.735065,0.577628,0.652521,0.75758,0.727081,0.516278,0.691148,0.68713,0.569332,0.661563,0.632135,0.490135,0.488915,0.759944,0.673944,0.064285738
3/6/18,0.766648,0.665375,0.767101,0.652383,0.623391,0.569084,0.503499,0.595353,0.557695,0.50149,0.51266,0.563822,0.758011,0.5093,0.709433,0.571992,0.061420231
3/7/18,0.578536,0.771485,0.768412,0.742236,0.777871,0.617079,0.580039,0.671809,0.783961,0.687957,0.639851,0.677673,0.533082,0.688737,0.750765,0.644785,0.068214238
3/8/18,0.740422,0.676835,0.681784,0.729226,0.714258,0.775406,0.703081,0.691846,0.640447,0.746262,0.777562,0.68464,0.617476,0.689907,0.684675,0.70222,0.070350294
3/9/18,0.74908,0.617831,0.753063,0.672163,0.768061,0.665085,0.713183,0.689201,0.761447,0.780702,0.784987,0.589532,0.668551,0.802087,0.648744,0.726588,0.071189406
3/10/18,0.682233,0.75579,0.578428,0.805483,0.615984,0.615281,0.737908,0.736932,0.753716,0.620719,0.632671,0.737765,0.713114,0.58213,0.586809,0.615344,0.067314419
3/11/18,0.681045,0.663556,0.67924,0.6134,0.760064,0.614577,0.630828,0.671239,0.650431,0.807798,0.693045,0.755342,0.78733,0.598504,0.729326,0.607158,0.068393019
3/12/18,0.705749,0.67805,0.724469,0.605839,0.634932,0.762548,0.790436,0.699682,0.698257,0.691624,0.700591,0.692382,0.607678,0.603498,0.630968,0.646072,0.067954844
3/13/18,0.786062,0.778688,0.630016,0.71968,0.792793,0.6726,0.667055,0.619656,0.736543,0.679787,0.692149,0.708364,0.71471,0.806107,0.652517,0.643178,0.070624406
3/14/18,0.771068,0.734169,0.653007,0.754999,0.708035,0.805735,0.835833,0.703244,0.728747,0.641574,0.652664,0.835864,0.787211,0.769327,0.765167,0.823545,0.074813681
3/15/18,0.731684,0.640302,0.637236,0.644385,0.668879,0.669489,0.685627,0.707189,0.803303,0.782188,0.808639,0.654877,0.667534,0.679897,0.805587,0.757233,0.070900306
3/16/18,0.765997,0.635792,0.641471,0.700009,0.688753,0.631507,0.738831,0.828994,0.827081,0.782218,0.802645,0.749735,0.644633,0.813931,0.642619,0.797309,0.073072031
3/17/18,0.726191,0.848558,0.761279,0.843049,0.682704,0.725954,0.754756,0.835118,0.852257,0.690207,0.714277,0.715963,0.712464,0.852829,0.808826,0.712849,0.076483006
3/18/18,0.789934,0.705794,0.799159,0.711019,0.817396,0.712859,0.857908,0.8252,0.752796,0.783359,0.713041,0.813856,0.827025,0.824569,0.777345,0.698299,0.077559744
3/19/18,0.69022,0.729868,0.749172,0.713989,0.737025,0.751154,0.845484,0.693456,0.681105,0.762048,0.736277,0.856561,0.847457,0.719763,0.829347,0.815494,0.075990125
3/20/18,0.739956,0.86285,0.856017,0.798637,0.800218,0.86245,0.839469,0.723161,0.718121,0.734002,0.858402,0.750713,0.832506,0.768798,0.853009,0.802055,0.080002275
3/21/18,0.847568,0.827199,0.770696,0.798496,0.788908,0.754532,0.754676,0.857446,0.813948,0.82473,0.79847,0.837117,0.734041,0.799762,0.836907,0.814577,0.080369206
3/22/18,0.872932,0.758427,0.813578,0.828265,0.826545,0.822182,0.810219,0.883492,0.856643,0.807718,0.820786,0.779047,0.835573,0.803746,0.7917,0.8647,0.082347206
3/23/18,0.831173,0.817303,0.887214,0.799998,0.869282,0.797599,0.766646,0.754183,0.812209,0.807428,0.763096,0.762186,0.802967,0.865552,0.776252,0.844041,0.080982056
3/24/18,0.760776,0.763915,0.854295,0.77855,0.806437,0.85885,0.770612,0.836334,0.828537,0.75758,0.822191,0.870398,0.818527,0.784028,0.795024,0.873829,0.081124269
3/25/18,0.841561,0.863769,0.834938,0.892314,0.796415,0.79537,0.850453,0.84869,0.772419,0.889202,0.83509,0.82411,0.805786,0.789391,0.890593,0.790318,0.083252619
3/26/18,0.814551,0.802485,0.880064,0.822101,0.867255,0.81793,0.812045,0.835296,0.830986,0.910531,0.892808,0.879417,0.886362,0.884501,0.847863,0.848555,0.085204688
3/27/18,0.812642,0.911054,0.90164,0.854172,0.885349,0.910777,0.893717,0.858573,0.897985,0.8323,0.885491,0.823974,0.859991,0.841842,0.852072,0.86652,0.086800619
3/28/18,0.850148,0.891201,0.893047,0.847515,0.914405,0.876869,0.915479,0.829577,0.904226,0.888472,0.826871,0.914428,0.860843,0.890586,0.91137,0.840323,0.087846
3/29/18,0.848072,0.905457,0.889983,0.847196,0.911993,0.911659,0.919357,0.863836,0.909727,0.84829,0.911225,0.898265,0.921571,0.842816,0.924449,0.905142,0.089118988
3/30/18,0.881957,0.897932,0.910938,0.88106,0.847481,0.906068,0.875435,0.893518,0.897028,0.853428,0.85346,0.856051,0.864215,0.861933,0.919777,0.908374,0.088179094
3/31/18,0.88892,0.889115,0.872582,0.9155,0.903332,0.938678,0.897597,0.919539,0.885827,0.889885,0.894671,0.896188,0.901582,0.923379,0.893923,0.869619,0.089877106
4/1/18,0.892656,0.935234,0.938871,0.921062,0.905744,0.916813,0.885472,0.878226,0.879334,0.914224,0.888443,0.900703,0.934624,0.928425,0.915079,0.898759,0.090835431
4/2/18,0.923789,0.904119,0.92264,0.928205,0.94878,0.94801,0.903748,0.937296,0.920532,0.935943,0.901566,0.949121,0.942422,0.934597,0.911731,0.908139,0.092628988
4/3/18,-0.185796,-0.263742,0.199721,-0.028656,-0.287053,0.363243,0.348402,-0.053457,-0.176724,0.232766,-0.055304,0.223344,-0.310689,0.232961,0.20292,0.318695,0.004753944
4/4/18,0.071971,0.248767,-0.348242,-0.237944,0.286517,-0.099131,-0.117515,0.111048,0.104133,-0.128806,-0.113369,0.375025,-0.19678,0.073896,0.171013,0.17828,0.002367894
4/5/18,0.311394,0.111753,0.115285,-0.071018,0.048786,0.17426,-0.132123,-0.116341,0.038882,0.158513,0.280093,0.209591,0.129919,0.033925,0.225622,0.278009,0.011228438
4/6/18,-0.316073,-0.287108,0.064746,0.324896,-0.260084,-0.02,-0.047623,-0.169732,-0.183596,-0.0479,-0.2033,-0.008748,-0.128709,0.238014,-0.230087,-0.094847,-0.008563444
4/7/18,-0.293275,-0.064857,0.07407,-0.304297,0.269086,0.214836,0.220951,-0.068027,-0.092033,-0.35598,0.112856,-0.321336,-0.143194,-0.289409,-0.077972,-0.088691,-0.00754545
4/8/18,-0.267798,-0.207848,-0.181572,0.081488,-0.153499,0.34235,-0.002834,-0.150368,-0.073202,0.218741,0.123688,0.101799,0.361047,-0.292924,0.051917,0.212697,0.001023013
4/9/18,0.092175,0.198957,0.410298,-0.150084,0.367084,0.336192,-0.059812,0.255566,-0.030732,-0.131108,-0.220626,-0.232995,0.182211,0.242425,-0.136322,0.175309,0.008115863
4/10/18,0.420476,0.339022,0.418206,0.267321,0.252371,-0.190931,-0.278411,-0.141655,0.277101,0.148507,0.00224,0.384321,0.397817,0.258388,-0.215253,-0.1603,0.013620125
4/11/18,0.328522,0.333486,-0.327258,-0.355115,-0.037799,-0.247266,-0.217028,-0.312962,0.330108,-0.343323,0.244949,0.289125,-0.304017,0.048652,-0.153586,0.329989,-0.002459519
4/12/18,0.118647,0.389499,0.205133,0.021855,-0.052815,0.299767,0.245754,-0.065538,0.335426,0.048724,0.059343,0.405797,0.125696,0.405411,0.292829,-0.099596,0.017099575
